공고번호,지역,회사명,공고제목,기술스택/분야,마감일
53886472,대구,(주)제윤,웹 퍼블리셔 채용,"CSS3, HTML5, jQuery, 웹디자인, SI·시스템통합 외                    등록일 26/05/14",~ 06/13(토)
53886425,대구,(주)에스엔텍,시스템 엔지니어  모집,"SE(시스템엔지니어), VDI, VMware, Windows, Linux 외                    수정일 26/05/14",~ 06/13(토)
53886223,대구,(주)래딕스,PC 제어 프로그래머(FA) 채용공고 경력 채용,"기술지원, 유지보수, SE(시스템엔지니어), SI개발, C# 외                    등록일 26/05/14",~ 06/13(토)
53885992,대구,(주)금도시스템,[시스템사업부] 네트워크 시스템 엔니지어 / 시스템 영업직 채용,"SE(시스템엔지니어), 네트워크, 방화벽, AI(인공지능), Linux 외                    수정일 26/05/14",~ 06/13(토)
53885168,대구,(주)티에스텍,[정규직] 자동차프레스금형 CAD/CAM NC P/G,"데이터엔지니어, 금형설계, 기계 등록일 26/05/14",~ 06/13(토)
53884691,대구,(주)코어플로우,시스템 모니터링 및 전산센터(OP) 요원 모집,"보안관제, SI·시스템통합, DW, DBMS, 소프트웨어개발 외                    등록일 26/05/14",~ 06/13(토)
53491294,대구,룩컴퍼니,[룩컴퍼니] 2026 AI 활용 디자인·콘텐츠 제작 디자이너 모집,"AI(인공지능), 시각디자인, 디자인회사, 시각디자인 수정일 26/05/14",~ 05/30(토)
53800225,대구,국성인터내셔널(주),국성인터내셔널(주) 각 부문별 신입/경력 채용,"기술지원, 데이터엔지니어, 솔루션, 기술영업, 무역사무원 외                    수정일 26/05/07",채용시
53881124,대구,매버릭컨설팅㈜,EHS/SCM/FACILITY/IT/PM  (분야별 차장-부장급 매니저 각1명),"PM(프로젝트매니저), SCM, IT, 자동차부품 등록일 26/05/13",~ 05/28(목)
53881120,대구,매버릭컨설팅㈜,PLANT MANAGER / HSE MANAGER / PURCHASING BUYER / IT MANAGER,"SCM, 구매, IT, Plant, 해양플랜트안전관리자 외                    등록일 26/05/13",~ 05/28(목)
53881080,대구,매버릭컨설팅㈜,ADAS (자동차 운전자 지원시스템) 관련 각분야 전문가,"기술지원, 헤드헌팅 등록일 26/05/13",~ 05/28(목)
53880769,대구,에이존테크(주),[신입/경력] 시스템/하드웨어 엔지니어 채용,"SE(시스템엔지니어), AutoCAD, 소프트웨어개발 수정일 26/05/13",채용시
53880114,대구,(주)한빛에스아이,(대구)대구지역 공공기관 전산센터-보안관제 모니터링 직원채용,"보안컨설팅, 정보보안, 모의해킹, 악성코드, 취약점진단 외                    등록일 26/05/13",채용시
53878943,대구,웨이즈원(주),[웨이즈원(주)] 영업지원 직무 채용 (대구),"GIS, ArcGIS, QGIS, 영업지원, 도시개발 외                    등록일 26/05/13",~ 06/12(금)
53878741,대구,웨이즈원(주),[웨이즈원(주)] 도시계획 DB구축 직무 채용 (대구),"GIS, ArcGIS, QGIS, 도시개발, 도시교통 외                    등록일 26/05/13",~ 06/12(금)
53522127,대구,(주)퓨전소프트,공공서비스 Java 개발자 채용(프리랜서),"데이터분석가, 웹개발, 데이터시각화, SI·시스템통합, 소프트웨어개발 수정일 26/05/13",~ 06/02(화)
53877965,대구,㈜더아이엠씨,[더아이엠씨] AI 전문인력 채용(신입/경력),"데이터엔지니어, 데이터마이닝, 딥러닝, 머신러닝, 모델링 외                    수정일 26/05/13",~ 05/26(화)
53877690,대구,㈜더아이엠씨,"[더아이엠씨] 경영지원팀 사업 관리(R&D, 지원/용역사업) 경력","빅데이터, AI(인공지능), 경영지원, 사업관리, SI·시스템통합 외                    수정일 26/05/13",~ 05/26(화)
53877177,대구,주식회사네임컴퍼니,주식회사네임컴퍼니에서 모바일 카드 CRM 회원프로그램 관리자를 찾고 있어요,"기술지원, CS, 고객관리, 모바일 등록일 26/05/13",~ 06/12(금)
53876885,대구,(주)노바테크,AGV/AMR 제어 알고리즘 및 현장 실무 엔지니어,"임베디드, C#, C++, C언어, Python 외                    수정일 26/05/13",~ 07/12(일)
53876834,대구,주식회사 티원에이아이,함께할 인재를 모십니다.  (엔지니어/경북),"기술지원, 네트워크, 정보통신, IoT, UTM 외                    등록일 26/05/13",채용시
53876667,대구,비케이에너지(주),비케이에너지(주) 어플 운영관리·ERP 데이터 관리 사무직을 찾고 있어요,"기술지원, ERP, 개발PM, 에너지 등록일 26/05/13",~ 06/12(금)
53873397,대구,(주)디앤웍스,"[경력]웹디자이너, 웹기획사무보조 채용","퍼블리셔, 프론트엔드, 서무, 문서작성, 사무보조 외                    등록일 26/05/13",~ 06/12(금)
53868213,대구,네오아크로보틱스,[네오아크로보틱스] 로봇 SW/AI 리더급 개발자 모집 (대구),"S/W, AI(인공지능), .NET, C#, C++ 외                    수정일 26/05/13",~ 05/26(화)
53873216,대구,빔웍스,"(주)빔웍스 의료인공지능(Vision, Language AI) 병역특례 가능","딥러닝, 빅데이터, 솔루션, 알고리즘, AI(인공지능) 외                    등록일 26/05/13",~ 06/12(금)
53873093,대구,(주)아이디정보시스템,[대구] 솔루션영업(기술지원팀) 신입사원 모집공고,"기술지원, 유지보수, H/W, 솔루션기술영업, H/W 외                    등록일 26/05/13",~ 07/12(일)
53873033,대구,(주)아이디정보시스템,[대구]솔루션개발 개발자 채용[신입/경력사원],"백엔드/서버개발, 앱개발, 반응형웹, 웹표준·웹접근성, API 외                    등록일 26/05/13",~ 07/12(일)
53727849,대구,포웰,온라인MD모집 가족처럼 회사키워나갈인재모집합니다.,"웹개발, 이커머스, 광고기획, 쇼핑몰 수정일 26/05/12",~ 05/25(월)
53867209,대구,(주)아크데이타,데이터 복제 솔루션 개발자(경력) 채용,"DBA, 클라우드, DevOps, AWS, Kubernetes 외                    등록일 26/05/12",~ 06/30(화)
53619693,대구,거림아이티(주),제조 AI 및 AI Factory 소프트웨어 개발자를 모집합니다.,"웹개발, API, AI(인공지능), ASP.NET, C# 외                    수정일 26/05/12",~ 06/13(토)
53862521,대구,(주)케이시큐어,[케이시큐어] 정보보호컨설팅 기술 진단 분야,"보안컨설팅, 정보보안, 모의해킹, 취약점진단, 보안 외                    등록일 26/05/12",~ 07/11(토)
53862167,대구,에이투텍,(주)에이투텍 Mobile Application개발 상시채용,"앱개발, 웹개발, SI·시스템통합 등록일 26/05/12",상시채용
53862151,대구,에이투텍,(주)에이투텍 Windows Application 개발 부문,"앱개발, 웹개발, SI·시스템통합 등록일 26/05/12",상시채용
53861205,대구,에이투텍,(주)에이투텍 Web Application 개발 부문,"앱개발, 웹개발, SI·시스템통합 등록일 26/05/12",상시채용
53861149,대구,에이투텍,(주)에이투텍 AI/Big Data Solution 개발 상시채용,"데이터엔지니어, 백엔드/서버개발, 앱개발, 네트워크, 데이터라벨링 외                    등록일 26/05/12",상시채용
53860911,대구,라인하우스,[라인하우스] 침구업체 온라인MD 채용,"AI(인공지능), 기획MD, 온라인MD, 브랜딩, 브랜드마케팅 외                    등록일 26/05/12",채용시
53860471,대구,(주)투데이게이트,"대구시 동구 혁신도시 공공기관 SW 운영, LLM 개발자","웹개발, 유지보수, 하드웨어, 장비구축, 유지보수 외                    등록일 26/05/12",~ 07/11(토)
52842362,대구,(주)코그,클라이언트,"게임개발, GM(게임운영), C++, Directx, 소프트웨어개발 수정일 26/05/12",~ 05/31(일)
53859595,대구,피닉슨컨트롤스(주),[피닉슨컨트롤스] 자동화설계그룹 SW2팀 사원 채용,"데이터엔지니어, 정보통신, VisualC·C++, 전기설비 등록일 26/05/12",상시채용
53858932,대구,와이제이링크(주),와이제이링크(주) 자동화장비 S/W개발 부문 모집[신입/경력],".NET, C#, C++, MFC, 장비제어 외                    등록일 26/05/12",~ 06/11(목)
53828229,대구,(주)아세아텍,펌웨어/플랫폼 개발(경력16~20년),"펌웨어, C언어 수정일 26/05/10",~ 06/08(월)
53828172,대구,(주)아세아텍,펌웨어/플랫폼 개발(경력3~9년),"펌웨어, C언어 수정일 26/05/10",~ 06/08(월)
53828202,대구,(주)아세아텍,펌웨어/플랫폼 개발(경력10~15년),"펌웨어, C언어 수정일 26/05/10",~ 06/08(월)
53768946,대구,코니카미놀타프로프린트솔루션스코리아(주),코니카미놀타프로프린트솔루션스코리아(주)엔지니어 채용(대구),"기술지원, A/S기사, 기계수리, 기계조작원, 기술엔지니어 외                    수정일 26/04/30",~ 05/30(토)
53740865,대구,(주)케이사인,[대구 동구] 공공기관 상주 유지보수(SM) 인력채용,"기술지원, 유지보수, 정보보안, SE(시스템엔지니어), H/W 외                    수정일 26/05/11",채용시
53852874,대구,(주)일진,(경력무관) 장비제어 PC프로그래머 정규직 모집 공고 (언어 :C#),"S/W, C#, 장비제어, 생산자동화, SI·시스템통합 외                    등록일 26/05/11",~ 06/10(수)
53852221,대구,주식회사에스에스클랜,디자인 + 마케팅 담당자 모집 (초보 가능 / 장기 근무 환영),"앱개발, 웹개발, 유지보수, Angular, ECMAScript 외                    등록일 26/05/11",~ 06/10(수)
53852145,대구,빔웍스,(주)빔웍스 플랫폼개발팀 프론트엔드 / 백엔드 채용,"백엔드/서버개발, 프론트엔드, API, Vue.js, 소프트웨어개발 등록일 26/05/11",~ 06/10(수)
53852086,대구,(주)상상,SKT 대구 1위 대리점 (주)상상 전산팀 직원 공개채용,"정보통신, 자료조사, Excel, 통계/분석, IT·통신기기판매 등록일 26/05/11",~ 06/10(수)
53852002,대구,서진정보기술,[정규직-경력]스마트팩토리 SW시스템 구축/개발 (OLED/이차전지),"네트워크, 솔루션, 클라우드, IoT, AI(인공지능) 외                    등록일 26/05/11",~ 06/10(수)
53849099,대구,(주)유호스트,센터이전 프로젝트 TA 채용 (SI프로젝트/LG그룹계열),"데이터엔지니어, 백엔드/서버개발, 유지보수, SE(시스템엔지니어), SI개발 외                    등록일 26/05/11",~ 06/01(월)
53847397,대구,(주)신화테크,세종시 파견 근무 스마트안전장비 납품 및 유지 보수 사원 모집,"유지보수, 네트워크, 거래처납품, 거래처영업, 통신공사 외                    등록일 26/05/11",~ 06/10(수)
53830718,대구,(주)네오시스,"[신입 , 경력] IT기술 엔지니어 모집중","기술지원, 유지보수, SE(시스템엔지니어), 정보통신, VDI 외                    수정일 26/05/11",~ 06/07(일)
52943965,대구,(주)코그,애니메이션,"게임개발, 게임디자인, 애니메이터, 3D디자인, 3DMax 외                    수정일 26/05/11",~ 05/31(일)
52945113,대구,(주)코그,이펙트,"게임개발, 게임디자인, 그래픽디자인, 앱디자인, 웹디자인 외                    수정일 26/05/11",~ 05/31(일)
53844392,대구,유니노바,(대구) 유지보수(AS) 정규직 모집합니다 (영어 가능자 우대),"유지보수, 하드웨어, 장비구축, 유지보수, AS 등록일 26/05/11",~ 06/10(수)
53843822,대구,유니온시스템,"하드웨어 (무선통신회로,컨트롤회로) 개발자 모집","임베디드, H/W, MCU, 전자, 회로설계 외                    등록일 26/05/11",~ 07/10(금)
53829075,대구,(주)동진상사,전산유지 보수 업무 직원 모집합니다.,"유지보수, 총무, 경영지원, 섬유 수정일 26/05/11",~ 06/07(일)
53835345,대구,(주)전성,[주식회사 전성] 플랫폼 개발 경력직 채용 (7년 이상),"백엔드/서버개발, 웹개발, SI·시스템통합, ERP, 시스템관리 외                    등록일 26/05/08",~ 06/07(일)
53834552,대구,(주)아이제라,MES 시스템 개발자(3~7년)(대구),"네트워크, IoT, Java, Keras, Python 외                    등록일 26/05/08",~ 06/07(일)
53787885,대구,아이디어스투실리콘(주),Digital Logic 개발/대구,"H/W, S/W, 소프트웨어개발 수정일 26/05/08",~ 06/02(화)
53787906,대구,아이디어스투실리콘(주),Design Verification Engineer/대구,"임베디드, H/W, 소프트웨어개발 수정일 26/05/08",~ 06/02(화)
53830225,대구,(주)루트랩,공공 SI 사업관리 및 기획 [신입 및 경력 사원 채용],"블록체인, 빅데이터, AI(인공지능), 사업기획, 서비스기획 외                    등록일 26/05/08",~ 06/07(일)
53566203,대구,소프티온,[웹디자이너] 웹디자인 경력자 모십니다.,"퍼블리셔, 반응형웹, CSS, CSS3, HTML 외                    수정일 26/05/08",~ 06/07(일)
53792872,대구,(주)메가젠임플란트,[Sales 부문] 서비스정책지원팀 담당자 모집,"기술지원, 기타제조업 수정일 26/05/06",~ 07/03(금)
53819023,대구,알리다그룹(주),(법인제조업) 데이터부 직원 채용 공고 (계약직),"데이터시각화, 광고디자인, 배너디자인, 시각디자인, 편집디자인 외                    등록일 26/05/07",~ 06/06(토)
53818046,대구,채비(주),채비(주) R&D부문 펌웨어팀 개발자 채용,"펌웨어, 자동차, 자동차부품 등록일 26/05/07",~ 05/21(목)
53817838,대구,디엠씨,상세페이지 디자이너 채용공고,"퍼블리셔, 모바일디자인, 배너디자인, 앱디자인, 웹디자인 외                    등록일 26/05/07",~ 05/24(일)
53815464,대구,경북대학교 국제재생의학연구소,경북대병원 바이오연구원 모집,"AI(인공지능), 의료영상, 연구원, 대학병원 등록일 26/05/07",~ 06/06(토)
53815158,대구,(주)유비텍,서버 및 보안솔루션 엔지니어모집(신입/경력),"유지보수, 네트워크, 정보통신, 서버, 보안 외                    등록일 26/05/07",~ 07/06(월)
53813258,대구,휴먼케이지티(주),제일기업내  통신 기능사  채용,"기술지원, 유지보수, 통신 등록일 26/05/07",~ 06/06(토)
53792002,대구,채비(주),펌웨어 개발(선행팀),"기술지원, 유지보수, S/W, 전기설비 수정일 26/05/05",~ 06/03(수)
53792124,대구,채비(주),H/W 북미TF(해외개발1팀),"펌웨어, H/W, 전기설비 수정일 26/05/05",~ 06/03(수)
53792017,대구,채비(주),UI 개발(선행팀),"S/W, Windows, C#, Linux, WPF 외                    수정일 26/05/05",~ 06/03(수)
53792061,대구,채비(주),SW품질 보증 엔지니어,"유지보수, QA/테스터, S/W, Windows, C# 외                    수정일 26/05/05",~ 06/03(수)
53792032,대구,채비(주),H/W (국내개발팀),"펌웨어, H/W, 전기설비 수정일 26/05/05",~ 06/03(수)
53792068,대구,채비(주),펌웨어 개발 북미TF(해외개발2팀),"기술지원, 유지보수, 펌웨어, S/W, 전기설비 수정일 26/05/05",~ 06/03(수)
53808164,대구,(주)디엑스플랫폼,[스마트팩토리·DX·AI] 제조IT SW 개발자 모집,"백엔드/서버개발, 앱개발, 웹개발, 프론트엔드, 딥러닝 외                    등록일 26/05/06",~ 06/05(금)
53672612,대구,이-트랜텍,[S/W] 역무자동화설비 현장유지보수 경력직 채용 (C언어/MFC),"DBMS, S/W, C++, MFC, OracleDB 외                    수정일 26/05/06",상시채용
53806973,대구,(주)애니아이티,(주)애니아이티 정보 보안 및 시스템 엔지니어 모집,"보안컨설팅, 정보보안, IT컨설팅, SE(시스템엔지니어), 방화벽 외                    등록일 26/05/06",~ 06/05(금)
53806737,대구,(주)엠엔비젼,AI 솔루션 개발자 모집(신입/경력),"C#, C++, 소프트웨어개발 등록일 26/05/06",~ 06/05(금)
53806016,대구,(주)엠엔비젼,머신비전 솔루션 개발자 모집(신입/경력),"C#, C++, SI·시스템통합, 소프트웨어개발 수정일 26/05/06",~ 06/05(금)
53805087,대구,(주)젤루텍,CCTV 유지보수 정규직 모집 (대구지사),"유지보수, 전기설비 등록일 26/05/06",~ 05/29(금)
53805072,대구,(주)젤루텍,드론정비사/조종사 정규직 모집 (대구지사),"유지보수, 무인항공기/드론, 통신 등록일 26/05/06",~ 05/29(금)
53804849,대구,제이에스(JS),제이에스(JS)에서 자동제어 Software 개발 엔지니어를 찾습니다.,"SE(시스템엔지니어), SI개발, 이미지프로세싱, 컴퓨터비전, 인터페이스 외                    등록일 26/05/06",~ 06/30(화)
53803968,대구,(주)에어스,[수술로봇] SW개발 엔니지어 모집 (내비게이션/영상처리/딥러닝),"C++, OpenCV, Python, 의료기기 수정일 26/05/06",~ 06/05(금)
53717770,대구,(주)패턴앤,LLM 개발자를 모집합니다.,"데이터분석가, 데이터엔지니어, 딥러닝, 빅데이터, 신경망 외                    수정일 26/05/06",~ 05/24(일)
53799562,대구,(주)니어네트웍스,"제품(S/W솔루션)기획 및 설치, 교육 등 솔루션 엔지니어(외근직)","기술지원, SI·시스템통합, 시스템관리, 솔루션업체, 소프트웨어개발 등록일 26/05/06",~ 07/05(일)
53789475,대구,(주)모비루스,[대구] AI 개발자 채용[경력],"데이터분석가, 딥러닝, 머신러닝, 블록체인, 빅데이터 외                    수정일 26/05/04",~ 06/02(화)
53789481,대구,(주)모비루스,[대구] 소프트웨어 개발자 채용[경력],"딥러닝, 머신러닝, 알고리즘, 음성인식, 이미지프로세싱 외                    수정일 26/05/04",~ 06/02(화)
53797123,대구,(주)모딩,(주)모딩(Moding Inc.)모바일(Android/iOS/Flutter) 프론트엔드,"앱개발, Android, Flutter, iOS, Kotlin 외                    수정일 26/05/05",~ 06/04(목)
53797083,대구,에스아이오티(주),초급 AIoT 개발자 모집,"임베디드, 펌웨어, IoT, AI(인공지능), C++ 외                    등록일 26/05/05",~ 06/04(목)
53793093,대구,(주)소네트,2026년 상반기 공개 채용 공고 (차량개발-전장부문),"프론트엔드, 임베디드, 자율주행, S/W, AI(인공지능) 외                    등록일 26/05/04",~ 06/03(수)
53606107,대구,(주)와이넷,네트워크 구축 및 유지보수 엔지니어팀 신입[대구],"네트워크, 솔루션, 인프라, 클라우드, SI·시스템통합 외                    수정일 26/05/04",상시채용
53789792,대구,라이프앤사이언스(주),[연구소] 임베디드 / 펌웨어 개발자 채용,"임베디드, 펌웨어, MCU, RTOS, C# 외                    등록일 26/05/04",~ 06/03(수)
53788913,대구,포웰,온라인MD 이커머스 마케터 모집,"웹개발, 이커머스, 광고기획, 쇼핑몰 등록일 26/05/04",~ 06/03(수)
53787500,대구,오큐브(주),오큐브(주) 신사업 서비스기획 및 정부지원사업 수행 담당자,"기술기획, 사업기획, 서비스기획, 앱기획, 웹기획 외                    등록일 26/05/04",~ 06/03(수)
53787018,대구,(주)우리이노베이션,IT 인프라(하드웨어·네트워크) 설치 및 구축 인력 모집,"네트워크, H/W, 하드웨어, 장비구축, 유지보수 외                    등록일 26/05/04",~ 06/03(수)
53786922,대구,(주)우리이노베이션,26년도 상반기 S/W개발자 정규직 모집함.,"ASP, C#, C++, VB.NET, VisualBasic 외                    등록일 26/05/04",~ 07/03(금)
53786320,대구,(주)범일정보,(주)범일정보와 함께 SI 개발을 해요,"백엔드/서버개발, 웹개발, 프론트엔드, SI개발, SI·시스템통합 외                    등록일 26/05/04",~ 06/03(수)
53420966,대구,님버스테크(주),[국가정보자원관리원 자원통합사업] 인력 채용 대구,"정보보안, SE(시스템엔지니어), 네트워크, 미들웨어, 클라우드 외                    수정일 26/04/30",채용시
53731411,대구,(주)큐온비트,주식회사큐온비트 RFID 리더기 A/S 기사 채용 공고,"유지보수, 고객관리, 기술상담, 방문상담, RFID 외                    수정일 26/04/30",~ 05/27(수)
53773826,대구,(주)영현로보틱스,"로봇 개발자(소프트웨어 개발 ,컴퓨터 프로그램, 엔지니어)","S/W, 로봇엔지니어, 알고리즘개발, 기타제조업 등록일 26/04/30",~ 05/30(토)
53772508,대구,(주)드림아이디어소프트,[대구] Java 자바 백엔드 개발자 채용,"백엔드/서버개발, 웹개발, Java, SI·시스템통합, ERP 외                    등록일 26/04/30",~ 05/30(토)
53771666,대구,한국가이던스,"[심리학,산업심리학,통계학,교육학,설문지 ] 연구원","SAS, 정책연구, 학술연구, 시장조사, 사회조사 외                    등록일 26/04/30",~ 05/24(일)
53761667,대구,(주)지오로봇,로봇 SW 엔지니어 모집 (정규직),"백엔드/서버개발, 프론트엔드, 네트워크, 자율주행, 펌웨어 외                    수정일 26/04/29",~ 05/29(금)
53761548,대구,(주)지오로봇,로봇 설비 엔지니어 모집 (정규직 / 경력 2년 이상),"기술지원, H/W, 로봇엔지니어, R&D, 기술연구 외                    수정일 26/04/29",~ 05/29(금)
53761337,대구,(주)지오로봇,로봇 부품 엔지니어 모집 (정규직),"트러블슈팅, 로봇엔지니어, R&D, 기술연구, 로봇설계 외                    수정일 26/04/29",~ 05/29(금)
53761149,대구,(주)지오로봇,로봇 오퍼레이터 모집 (정규직 / 경력 2년 이상),"유지보수, 로봇엔지니어, 연구원, R&D, 기술연구 외                    수정일 26/04/29",~ 05/29(금)
53760998,대구,(주)아스토나파트너스,[채용 공고] 백엔드 개발자(Java / Kotlin / Spring Boot),"백엔드/서버개발, 앱개발, 웹개발, 프론트엔드, 소프트웨어개발 수정일 26/04/29",~ 06/28(일)
53410299,대구,(주)에스에이티,[대구]정보통신설비(한국도로공사)  유지관리  정규직 모집,"유지보수, 네트워크, 정보통신, 유지보수 수정일 26/04/29",~ 05/22(금)
53749925,대구,(주)블루스카이,IT계열 공대(2년제이상) 제안서/서류 작성 및 회사 재경 총무,"기술지원, 연구소 수정일 26/04/28",~ 05/28(목)
53749621,대구,아이티에스시스템(주),[대구] 2026년도 C# 개발자 모집,"SI개발, C#, SI·시스템통합 등록일 26/04/28",채용시
53749543,대구,아이티에스시스템(주),2026년도 AI 솔루션 개발자,"데이터분석가, SI개발, 딥러닝, 머신러닝, 빅데이터 외                    등록일 26/04/28",채용시
53746892,대구,(주)코리아와이드아이티에스,정보시스템 운영자[통합관제센터 운영요원] 모집,"기술지원, 통신공사, 통신 등록일 26/04/28",채용시
53462078,대구,(주)타임리,타임리 GPT 교육 운영 인력 모집,"AI(인공지능), 교육기획, 교육컨설턴트, 교육운영, 교육콘텐츠개발 외                    수정일 26/04/28",~ 05/26(화)
53745439,대구,신화정보시스템,"포스기,키오스크,카드단말기 설치 및 as관리","기술지원, 인프라, 트러블슈팅, A/S기사, 가전제품설치 외                    등록일 26/04/28",~ 05/28(목)
53740943,대구,아이브,[경력] AI 활용가능 웹 개발자 모집,"Django, Python, 웹에이전시 등록일 26/04/27",~ 05/27(수)
53740103,대구,(주)동호로보틱스,(주)동호로보틱스 풀스텍 개발자 모집,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 프론트엔드, 개발PM 외                    등록일 26/04/27",~ 05/27(수)
53739806,대구,(주)데이타프로텍,"프로그램 개발자  채용 (C, C++, C# 개발자, Delphi)","정보보안, DBMS, S/W, Windows, MSSQL 외                    등록일 26/04/27",~ 05/27(수)
53737657,대구,한국아이티사업단(주),( 대구 )  국가정보자원관리원   네트웍  DB 보안 기술자,"데이터엔지니어, 보안컨설팅, 유지보수, 정보보안, SE(시스템엔지니어) 외                    등록일 26/04/27",~ 05/27(수)
53737638,대구,(주)케이티엠앤에스,[주5일][KT계열사]M&S서대구영업센터 영업사원 정규직채용공고,"정보통신, 영업마케팅, 통신기기판매, 가맹점영업, 거래처영업 외                    수정일 26/04/27",~ 05/27(수)
53554169,대구,위고로보틱스(주),로보틱스 엔지니어( 대구지사 ),"개발PM, 펌웨어, 장비구축 수정일 26/04/27",~ 05/31(일)
53736120,대구,(주)아이엠시티,[대구지사] 서버 및 네트워크 엔지니어 신입/경력 직원 모집,"네트워크, SI·시스템통합, CRM, 솔루션업체, 소프트웨어개발 등록일 26/04/27",~ 05/27(수)
53735413,대구,(주)아이커넥트,[3~6년차] 웹 개발자 - AI·로봇에 관심 있으신 분,"백엔드/서버개발, 웹개발, 프론트엔드, 소프트웨어개발 수정일 26/04/27",~ 05/27(수)
53735177,대구,위고로보틱스(주),"자율주행로봇 SW 개발자 채용 (경력직만, 대구근무 가능자)","개발PM, 펌웨어, 장비구축 수정일 26/04/27",~ 06/26(금)
53734633,대구,하마인포(주),국가정보자원관리원(대전광주대구)운영/유지보수/구축 인력모집,"백엔드/서버개발, 유지보수, SE(시스템엔지니어), H/W, IDC 외                    등록일 26/04/27",상시채용
53511451,대구,네오링스(주),개발부 연구원 신입 채용 공고,"기술지원, FPGA, H/W, 회로설계, OrCAD 외                    수정일 26/04/27",~ 06/01(월)
53731543,대구,(주)누리기술,R&D 펌웨어 임베디드 소프트웨어 개발자 정규직 채용함,"임베디드, 펌웨어, H/W, S/W, C# 외                    등록일 26/04/27",~ 05/27(수)
53723435,대구,(주)퓨처드라이브,자율주행 기술 리드(Engineering Lead / Tech Lead),"자율주행, AI(인공지능), 풀스택, 개발PM, 소프트웨어개발 등록일 26/04/24",~ 05/24(일)
53723376,대구,(주)영신에프에이,머신 비전 엔지니어 신입 및 경력 직원 모집,"컴퓨터비전, 유통업 수정일 26/04/24",~ 05/24(일)
53722198,대구,(주)다온정보,시스템/네트워크/보안 신입 엔지니어 채용,"기술지원, 하드웨어, 유지보수 등록일 26/04/24",~ 05/24(일)
53605099,대구,(주)블루앤,.NET CORE WEB 개발자 모집,"데이터엔지니어, 백엔드/서버개발, 웹개발, 웹마스터, 클라우드 외                    수정일 26/04/24",채용시
53720027,대구,길로,[길로에이전시] 브랜드를 성장시키는 그로스 마케터 채용,"AE(광고기획자), 마케팅기획, 마케팅전략, AE(광고기획자), 그로스해킹 외                    수정일 26/04/24",채용시
53719367,대구,(주)팔피엠,"[신입/경력] 팔피엠 제조솔루션 웹개발 (MES, JAVA)",".NET, iBATIS, Java, JPA, MariaDB 외                    등록일 26/04/24",~ 05/24(일)
53717610,대구,주식회사 이스트,주식회사 이스트 시스템 엔지니어(응용프로그래머) 채용 공고,"기술지원, 백엔드/서버개발, 웹개발, 정보통신, 자동제어 수정일 26/04/24",~ 05/24(일)
53716692,대구,(주)에이치에스코리아,"[대구] 수질측정기 유지관리 직원 채용 [수질,화공,전기,환경]","기술지원, 유지보수, 정보통신, 정비기사, 기계수리 외                    등록일 26/04/24",~ 05/31(일)
53713610,대구,주식회사 디플로,"부문별 경력직 채용(연구개발,리드개발자/디자인팀 팀장급)","기술지원, 브랜드디자인, 산업디자인, 시각디자인, 컨셉디자인 외                    수정일 26/04/23",~ 06/22(월)
53712392,대구,대신정보통신(주),"정보시스템(통신, 보안)구축/운영  모집(광주,대전,대구)","기술지원, 정보보안, 미들웨어, 방화벽, RFP(제안요청서) 외                    수정일 26/04/23",상시채용
53640673,대구,(주)팔랑크스시스템즈,[학원의신] 앱 개발자 (React Native/Expo),"앱개발, 컨텐츠제공 등록일 26/04/15",~ 06/14(일)
53443645,대구,대신정보통신(주),"정보시스템 구축/운영, PPT 디자이너신입/경력 모집(대구근무)","기술지원, 정보보안, 미들웨어, 방화벽, RFP(제안요청서) 외                    수정일 26/04/23",상시채용
53710659,대구,경북산업직업전문학교,경북산업직업전문학교 AI캠퍼스 전임교수/프로젝트 멘토를 모십니다,"IT컨설팅, 딥러닝, 교육기획, IT컨설팅, PL(프로젝트리더) 외                    등록일 26/04/23",~ 06/22(월)
53702300,대구,(주)퓨처드라이브,[퓨처드라이브] 자율주행차 운영/시스템 관리 요원(오퍼레이터),"QA/테스터, 자율주행, 운전, 소프트웨어개발 등록일 26/04/22",~ 05/22(금)
53700096,대구,소프트웨어재난연구센터,2026년 소프트웨어재난연구센터 책임연구원 채용공고,"S/W, C++, Java, 기술연구, 대학원 외                    수정일 26/04/22",~ 06/21(일)
53683739,대구,(주)지엘,정부지원 R&D사업기획 및 콘텐츠 개발 기술지원 인원 모집합니다,"기술지원, 사업기획, 소프트웨어개발 수정일 26/04/22",~ 05/21(목)
53698700,대구,(주)로보아이,[다목적 자율작업 로봇] 제어·SW 개발 신입 및 경력,"라즈베리파이, Android, C#, C++, Linux 외                    등록일 26/04/22",~ 05/22(금)
53697665,대구,유징테크(주),[대구] ICT 자동화 & 인공지능 영업직원모집,"ICT컨설팅, 정보통신, 컴퓨터비전, 기술영업, 솔루션기술영업 외                    등록일 26/04/22",~ 06/21(일)
53567025,대구,(주)아이커넥트,SW 개발자 (경력 3~6년) 채용 · 자율주행/AI 분야,"자율주행, AI(인공지능), 솔루션업체, 소프트웨어개발 수정일 26/04/22",~ 05/21(목)
53669731,대구,케이맨파워,[초보가능/주5일/사무직] 일러스트/코렐 배우면서 일하는 사무직,"데이터분석가, 데이터엔지니어, 콘텐츠디자인, 폰트디자인, 2D디자인 외                    수정일 26/04/22",내일마감
