공고번호,회사명,공고제목,기술스택/분야,마감일
49167918,이디야,2026년 2분기 부문별 수시채용 - 설비운전,"결산, 인테리어디자인, 생산직, 관리회계, 점포개발, 물류, 시스템운영, 재무, 중국어, 혼합, 바이어개발, 푸드상품기획, 상품기획, 재경, 로스팅오퍼레이터, 일본어, 포장, 공정검사, 설비운전, 온라인영업",05/13(수) 등록
49167913,드림씨아이에스,DM CDPL 채용(Clinical Data Project Leader),"DM, CDPL",05/13(수) 등록
49167900,이디야,2026년 2분기 부문별 수시채용 - 혼합,"결산, 인테리어디자인, 생산직, 관리회계, 점포개발, 물류, 시스템운영, 재무, 중국어, 혼합, 바이어개발, 푸드상품기획, 상품기획, 재경, 로스팅오퍼레이터, 일본어, 포장, 공정검사, 설비운전, 온라인영업",05/13(수) 등록
49167892,이디야,2026년 2분기 부문별 수시채용 - 공정검사,"결산, 인테리어디자인, 생산직, 관리회계, 점포개발, 물류, 시스템운영, 재무, 중국어, 혼합, 바이어개발, 푸드상품기획, 상품기획, 재경, 로스팅오퍼레이터, 일본어, 포장, 공정검사, 설비운전, 온라인영업",05/13(수) 등록
49167882,이디야,2026년 2분기 부문별 수시채용 - 포장,"결산, 인테리어디자인, 생산직, 관리회계, 점포개발, 물류, 시스템운영, 재무, 중국어, 혼합, 바이어개발, 푸드상품기획, 상품기획, 재경, 로스팅오퍼레이터, 일본어, 포장, 공정검사, 설비운전, 온라인영업",05/13(수) 등록
49167828,드림씨아이에스,DM(EDC) 팀장 채용,데이터관리,05/13(수) 등록
49167736,이디야,2026년 2분기 부문별 수시채용 - 바리스타(커피랩),"결산, 인테리어디자인, 관리회계, 점포개발, 시스템운영, 재무, 중국어, 바이어개발, 푸드상품기획, 상품기획, 재경, 로스팅오퍼레이터, 일본어, 온라인영업",05/13(수) 등록
49167715,이디야,2026년 2분기 부문별 수시채용 (경력직) - 바리스타(직영점),"결산, 인테리어디자인, 관리회계, 점포개발, 시스템운영, 재무, 중국어, 바이어개발, 푸드상품기획, 상품기획, 재경, 로스팅오퍼레이터, 일본어, 온라인영업",05/13(수) 등록
49167622,카페24㈜,[솔루션엔지니어링팀] IDC 인프라 엔지니어 모집,"모니터링, 인프라엔지니어, 웹호스팅, 장애처리, 자동화, 트러블슈팅, 서버구축, 시스템운영, 네트웍구축, 시스템분석, IDC, IDC, 서버관리, 서버운영, 네트워크관리, 인프라",05/13(수) 등록
49167612,드림씨아이에스,통계팀(STAT) Sr.Statistician 채용,"통계, 분석",05/13(수) 등록
49167571,드림씨아이에스,통계팀(STAT) Statistical Programmer 경력 채용,"통계, 분석",05/13(수) 등록
49167521,NC,[NC][정보보안] 글로벌 네트워크 보안 담당자 모집,"네트워크관리, 자료조사, 방화벽, 서버구축, 시스템분석, 시스템운영, 시스템운영, 정보보안, 시스템분석, 네트워크관리, 문서작성, 클라이언트, 보안관제, 시스템설계, 정보보안, 클라우드개발자, 서버관리, 아키텍처, 문서관리, 서버구축, 시스템설계, 핀테크, 암호화폐, 네트워크관리, 네트워크관리",05/13(수) 등록
49167363,환인제약,상시 인재pool 등록(영업관리),"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",05/13(수) 등록
49167282,환인제약,상시 인재pool 등록(물류),"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",05/13(수) 등록
49167227,환인제약,상시 인재pool 등록(생산(포장)),"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",05/13(수) 등록
49166223,㈜세스코,(주)세스코 시스템 개발/운영 담당자 채용,N/A,05/13(수) 등록
49166146,㈜비바리퍼블리카,[토스] Security Engineer(보안 분석 플랫폼 운영),"이벤트분석, 정보보호, 기술보안, 정보보안, 핀테크",05/13(수) 등록
49166116,㈜비바리퍼블리카,[토스] Security Engineer(이벤트 분석 / 사고 대응),"이벤트분석, 정보보호, 기술보안, 정보보안, 핀테크",05/13(수) 등록
49165081,㈜대한항공,2026년 채용연계형 하계인턴 모집 - 항공우주,"여객기획, 정비기술, 정비기획, 회계/자금전략, 경영개선, 화물기획, 마케팅, 항공기술, RM, 전략기획, 예지정비, 교육기획, 항공우주",05/13(수) 등록
49165066,㈜대한항공,2026년 채용연계형 하계인턴 모집 - 재무,"여객기획, 정비기술, 정비기획, 회계/자금전략, 경영개선, 화물기획, 마케팅, 항공기술, RM, 전략기획, 예지정비, 교육기획, 항공우주",05/13(수) 등록
49165054,㈜대한항공,2026년 채용연계형 하계인턴 모집 - IT,"여객기획, 정비기술, 정비기획, 회계/자금전략, 경영개선, 화물기획, 마케팅, 항공기술, RM, 전략기획, 예지정비, 교육기획, 항공우주",05/13(수) 등록
49165039,롯데이노베이트,2026년 5월 보안플랫폼팀 JA Grade채용,"보안솔루션, 보안관제",05/13(수) 등록
49165027,㈜대한항공,2026년 채용연계형 하계인턴 모집 - 항공기술,"여객기획, 정비기술, 정비기획, 회계/자금전략, 경영개선, 화물기획, 마케팅, 항공기술, RM, 전략기획, 예지정비, 교육기획, 항공우주",05/13(수) 등록
49165007,㈜대한항공,2026년 채용연계형 하계인턴 모집 - 교육,"여객기획, 정비기술, 정비기획, 회계/자금전략, 경영개선, 화물기획, 마케팅, 항공기술, RM, 전략기획, 예지정비, 교육기획, 항공우주",05/13(수) 등록
49164995,㈜대한항공,2026년 채용연계형 하계인턴 모집 - 경영전략,"여객기획, 정비기술, 정비기획, 회계/자금전략, 경영개선, 화물기획, 마케팅, 항공기술, RM, 전략기획, 예지정비, 교육기획, 항공우주",05/13(수) 등록
49164978,㈜대한항공,2026년 채용연계형 하계인턴 모집 - 화물,"여객기획, 정비기술, 정비기획, 회계/자금전략, 경영개선, 화물기획, 마케팅, 항공기술, RM, 전략기획, 예지정비, 교육기획, 항공우주",05/13(수) 등록
49164949,㈜대한항공,2026년 채용연계형 하계인턴 모집 - 여객,"여객기획, 정비기술, 정비기획, 회계/자금전략, 경영개선, 화물기획, 마케팅, 항공기술, RM, 전략기획, 예지정비, 교육기획, 항공우주",05/13(수) 등록
49164914,㈜대한항공,2026년 채용연계형 하계인턴 모집,"여객기획, 정비기술, 정비기획, 회계/자금전략, 경영개선, 화물기획, 마케팅, 항공기술, RM, 전략기획, 예지정비, 교육기획, 항공우주",05/13(수) 등록
49164800,메가존클라우드㈜,Cloudflare Engineer 채용,"솔루션, 소프트웨어개발, 기술지원",05/13(수) 등록
49163361,㈜CJ올리브네트웍스,[경력] 보안솔루션 운영 및 관리,"보안솔루션, 솔루션구축",05/13(수) 등록
49163024,CJ대한통운㈜,'침해사고 분석 대응 담당자' 경력사원 모집,"모의해킹, 침해사고",05/13(수) 등록
49162920,CJ대한통운㈜,'개인정보 보호 담당자' 경력사원 모집,개인정보보호,05/13(수) 등록
49162582,HL디앤아이한라,정보보안담당 계약직 채용(경력),"감사대응, 내부보안, 정보보안",05/13(수) 등록
49161547,㈜엔픽셀,[이클립스] 전투 밸런스 기획자,"사이클설계, 게임기획, MMORPG",05/13(수) 등록
49161117,슈어소프트테크㈜,[슈어소프트테크] 실차 적합성 검증  모빌리티솔루션실 채용,"소프트웨어개발, 솔루션, 시스템분석, 시스템설계, SI개발, 시스템분석, 시스템설계, 아키텍처, SI개발, 검증, 테스터",05/13(수) 등록
49163780,아이투맥스,[Salesforce 업계 1위 아이투맥스] 세일즈포스 경력 채용 (본사),"모바일앱개발, SOQL, SOSL, JavaScript, BPR, CSS, 시스템운영, SI, CRM, apex, Trigger, HTML, LWC, Rest API, 소프트웨어개발, Soap Api, Visualforce",05/13(수) 등록
49162762,아이투맥스,[Salesforce 업계 1위 아이투맥스]세일즈포스 CSS팀 개발자 경력 채용,"모바일앱개발, BPR, CSS, 시스템운영, SI, CRM, 소프트웨어개발",05/13(수) 등록
49161187,슈어소프트테크㈜,[슈어소프트테크] SW검증  Automotive시스템실 채용,"솔루션, 테스터, 시스템분석, SI개발, 시스템분석, SI개발, 시스템설계, 아키텍처, 시스템설계, 검증, 소프트웨어개발",05/13(수) 등록
49165253,㈜링네트,[송도 상주] 네트워크 운영 엔지니어 정규직 채용,"방화벽, 서버구축, 네트웍구축, 시스템운영, 네트워크관리, IDC, 정보보안, 통신, 서버구축, 네트워크관리, 네트워크관리",05/13(수) 등록
49162228,케이엔솔㈜,케이엔솔㈜ 보건안전환경팀 계약직 경력 채용,"건설안전, 전산입력, 데이터관리, 안전평가, 행정, 자료조사, 건설안전, DBMS, 소방·방재, 산업안전, 산업안전, 위험성평가, 상하수도, 문서작성, 건설안전, 산업안전, 소방·방재, 환기, 데이터마이닝, 서무, 안전평가, 인사행정, 문서관리, DW모델러, 건설노무, 인사교육, DB튜닝",05/13(수) 등록
49165909,㈜에이수스코리아,[ASUS KOREA] 서버 제품담당자 Server Product Manager,"컴퓨터, 하드웨어, 서버구축, 시스템운영, 서버관리, 국내영업, 기술영업, 기술지원",05/13(수) 등록
49165577,㈜삼보컴퓨터,[삼보컴퓨터] QA팀 고객/시장 품질 담당자 (FAE/CQE),"컴퓨터, 하드웨어, 검증, 테스터, 생산관리, 품질보증, ISO, 검증, 품질보증",05/13(수) 등록
49160956,경기고속 [대원고속],[KD운송그룹] 네트워크 관리 사원 모집,"육상운송, 네트워크관리",05/13(수) 등록
49164761,엠아이큐브솔루션㈜,[엠아이큐브솔루션] MES 개발자 (수원 근무),"SI개발, SI개발, 소프트웨어개발",05/13(수) 등록
49163881,㈜이스트시큐리티,[ESTsecurity] 시스템 엔지니어 (경력),"소프트웨어개발, 솔루션",05/13(수) 등록
49167780,"㈜숲(SOOP CO., LTD.)",[SOOP] DBA,"빅데이터, 데이터관리, 인터넷방송, 데이터레이크, 쿼리, SQL, DBMS, ETL, mssql, BI, 모델링, 데이터분석, 분석모델링, 데이터마이닝, DW모델러, 데이터파이프라인",05/13(수) 등록
49161930,케이엔솔㈜,"케이엔솔㈜ 품질(QA,QC) 계약직 신입/경력 채용","전산입력, 펌웨어, 행정, 품질보증, 자료조사, 테스터, 송무담당, 검증, 서버구축, 시스템운영, SI개발, 시스템분석, 문서작성, 시스템설계, 서무, 서버관리, 문서관리, 검증, 네트워크관리, 환경관리, ISO",05/13(수) 등록
49165119,㈜모다이노칩,(주)모다이노칩 전산관리자 모집,"네트워크관리, 네트워크관리",05/13(수) 등록
49161231,㈜현대에버다임,(주)현대에버다임 서버인프라 및 정보보안 담당 모집,"건설기계, 기계, 메카트로닉스, 서버관리, 정보보안, 정보보안",05/13(수) 등록
49161207,㈜에이텍,솔루션연구실 컨버전스개발팀 모집 件.,"MySQL, JavaScript, SI개발, DBMS, WEB/WAS, 서버관리, Linux, Spring Framework, Java, 클라이언트, 핀테크, HTTP, SQL Query",05/13(수) 등록
49164835,㈜케이지이니시스,[KG이니시스] 결제서비스 모니터링 신입 및 경력 채용,소프트웨어개발,05/13(수) 등록
49162815,㈜젠솔소프트,소프트웨어 개발자 모집,"모바일앱개발, 솔루션, asp, 소프트웨어개발",05/13(수) 등록
