공고번호,회사명,공고제목,기술스택/분야,마감일
49132664,㈜시큐어플랜,[솔루션기술엔지니어-신입] IT솔루션 기술 엔지니어 상시 모집채용 공고,"보안소프트웨어, 시스템운영, 서버관리, 네트워크관리",05/08(금) 등록
49132646,나무아이씨티㈜,Cloud 플랫폼 & 리눅스 기술지원 및 시스템 엔지니어 모집,"소프트웨어개발, 솔루션, 서버구축, 시스템분석",05/08(금) 등록
49130668,"Infosec Information Technology (Wuxi) co., Ltd.",[SK쉴더스 중국법인] 정보보안(고급) 파트원 모집,"방화벽, 네트워크보안, 방화벽, 보안소프트웨어, 보안관제, 정보보안, 보안컨설팅, 네트워크관리",05/08(금) 등록
49134769,㈜랩투마켓,[군미필 석·박사 예정자 전문연구요원] 물류·FAB 자동화 설계 직군,N/A,05/08(금) 등록
49134509,아카이브센터㈜,[공지] 경험과 지혜의 나눔에 함께 하실 개발자분을 찾습니다.,N/A,05/08(금) 등록
49131449,칼㈜영업소,"[일본근무/CAL] 경력자 채용 / WEB개발자, IT엔지니어","GUI, SI개발, 서버관리, 인터페이스, 반응형웹, 클라이언트, 소프트웨어개발, HTTP",05/08(금) 등록
49136125,㈜전성,[주식회사 전성] 플랫폼 개발 경력직 채용 (7년 이상),소프트웨어개발,05/08(금) 등록
49135234,㈜아이엔에스시스템,[광화문] 정보보호솔루션 운영업무 사원/대리급 경력 모집,"보안솔루션, 방화벽, 방화벽, SM, 정보보호, 취약점진단, DRM, 보안소프트웨어, 서버보안, 정보보안, DLP, 해킹, 보안관제, NAC, 정보보안, PC보안, 보안컨설팅, 인프라, 정보보안",05/08(금) 등록
49135092,㈜스피디,"클라우드, CDN 엔지니어 경력직을 모십니다.","네트워크관리, 웹호스팅, 솔루션스아키텍트, 시스템운영, IDC, CDN, 클라우드개발자, 클라우드아키텍트",05/08(금) 등록
49135041,㈜미디어아트네이션,시니어 이상 개발자 채용(클라우드 구축/SDK 개발),"SDK 개발자, 소프트웨어개발",05/08(금) 등록
49134507,페스카로,차량 사이버보안 위협 분석 및 테스트-RED팀 (신입/경력 3년 이내),"해킹, 모의해킹, 바이너리, 보안테스트, 취약점분석, RED팀, 차량사이버보안, 보안소프트웨어, 보안컨설팅, 정보보안, 시스템분석, 시스템설계, 정보보안, 아키텍처, 임베디드",05/08(금) 등록
49132318,㈜정데이타시스템,Active Directory 운영 정규직 채용,"Windows, Active Directory, M365, 네트웍구축, IDC",05/08(금) 등록
49132201,㈜솔리드,[경력] IT인프라 솔루션 구축 유지관리 엔지니어 모집,"유지보수, 서버구축, 솔루션구축, 서버관리",05/08(금) 등록
49131453,칼㈜영업소,[일본도쿄·오사카/CAL]수탁개발·프로젝트 기반 개발자 채용,"GUI, SI개발, 서버관리, 인터페이스, 반응형웹, 클라이언트, 소프트웨어개발, HTTP",05/08(금) 등록
49129047,싸이버테크㈜,PC 유지보수 상주직원 모집(대한조선),"BigData, 솔루션, SI, 네트워크관리, 소프트웨어개발",05/08(금) 등록
49128411,㈜솔로몬텍,"[솔로몬텍] SAP ABAP 개발 및 SD,PP 시스템 운영","시스템운영, 네트웍구축, 시스템운영, SI개발, IDC, 통신, 네트워크관리",05/08(금) 등록
49128049,㈜두원전자통신,CCTV 시스템 설계 경력 사원 채용,"전기설계, Hardware, 시스템설계, 전자, 전기설비, 전기",05/08(금) 등록
49127830,㈜엠에스테크이앤지,H/W 개발자 채용,"전자회로, 시스템설계, 회로설계, Hardware, 제품설계",05/08(금) 등록
49135625,㈜신보,[명학역] 방산제품 생산기술 경력자 채용,"회로설계, 연구·실험·기술, 펌웨어, 회로설계, CAD, 전기·전자, 방산, 제조·공정, PCB, 메카트로닉스, SMPS, 회로설계, AutoCad",05/08(금) 등록
49132196,인스피언㈜,인스피언(주) 컨설팅 영업대표 경력 채용 공고,솔루션영업,05/08(금) 등록
49130679,"Infosec Information Technology (Wuxi) co., Ltd.",[SK쉴더스 중국법인] 정보보안(중급) 파트원 모집,"방화벽, 네트워크보안, 방화벽, 보안소프트웨어, 보안관제, 정보보안, 보안컨설팅, 네트워크관리",05/08(금) 등록
49130619,"Infosec Information Technology (Wuxi) co., Ltd.",[SK쉴더스 중국법인] SK그룹사 (SK 하이닉스) EndPoint 보안 운영,"방화벽, 네트워크보안, 보안소프트웨어, 보안점검, 보안관제, 정보보안, 보안컨설팅",05/08(금) 등록
49135577,㈜이포비즈,"AVAYA IVR 시나리오 개발자 급구(계약, 프리)","SM, 솔루션, SI, CRM, 소프트웨어개발",05/08(금) 등록
49131447,칼㈜영업소,"[일본근무/ CAL주식회사] IT개발자 채용/ 미경험, 비전공자, 신입 환영","GUI, SI개발, 서버관리, 인터페이스, 반응형웹, 클라이언트, 소프트웨어개발, HTTP",05/08(금) 등록
49131242,㈜메디칼스탠다드,기술 서비스팀 PACS S/W 엔지니어 모집 [광주지사]-개발X,"의공기사, 서버구축, 시스템운영, 의료기기, 서버관리, 기술지원",05/08(금) 등록
49129623,㈜엔소프트,(주)엔소프트에서 함께 할 소프트웨어 개발 (경력필수) 모집,"빅데이터, SI개발, 시스템분석, SI, 서버관리, 클라이언트, SI개발, ERP, SCM, 시스템설계",05/08(금) 등록
49128617,㈜인포젠,(마곡) 보안솔루션 개발/운영자 모집,"SM, 보안관제, 정보보안",05/08(금) 등록
49136515,㈜좁은길,키오스크 · 장비제어 소프트웨어 개발자 (경력),"기계, 시스템설계",05/08(금) 등록
49134252,㈜랩투마켓,[군미필 석·박사 예정자 전문연구요원] 스마트공장 · 물류자동화컨설팅,"AMR, AGV, MCS, MES, OHT, WMS, WCS, IT컨설팅",05/08(금) 등록
49133186,㈜글로벌에잇,[신입/경력] 보안 컨설팅(모의해킹·관리체계),정보보안,05/08(금) 등록
49129465,㈜월드앤뉴월드저널,AI 자동화 기획자 / No-code AI Builder,언론사,05/08(금) 등록
49128910,㈜엠투엠솔루션(솔루션사업부),(주)엠투엠솔루선(솔루션사업부)  .Net(C#) 신입개발자 채용,"시스템분석, 아키텍처, 시스템설계, 소프트웨어개발",05/08(금) 등록
49128634,에스티오(STO),[STO Chain] DEX(탈중앙화거래소) 어드민 운영 담당,"데이터관리, 고객경험관리",05/08(금) 등록
49135853,㈜유니포유,ABAP 개발자 및 SAP컨설턴트  모집,소프트웨어개발,05/08(금) 등록
49135213,㈜네오위드넷,[나주] 정보시스템 인프라 서버  운영 및 유지보수 인력채용,"모바일앱개발, 소프트웨어개발, DataMining, SI, SM, 시스템운영, 서버관리",05/08(금) 등록
49132865,㈜고른,[삼성전자 DX부문] IT보안 엔드포인트 보안 운영 채용,"시스템운영, 해킹, 네트워크관리, 정보보안, 보안컨설팅, 정보보안",05/08(금) 등록
49132512,동우전자,머신비전 개발자를 찾습니다.,"클라이언트, SI개발, 소프트웨어개발",05/08(금) 등록
49132319,㈜훌리악,아두이노 기반 인터랙티브 전시품 개발,문화기획,05/08(금) 등록
49136847,㈜다산소프트,은행 계정계 차세대관련 프로젝트 개발자 모집(회계정보업무 : 결산 등),N/A,05/08(금) 등록
49134794,㈜디바인테크,[경력] RPA 컨설팅/개발자 모집,"SM, SI, 시스템분석, RPA",05/08(금) 등록
49134326,㈜엔솔루션스,[연구소] SW 개발자(경력직) 채용,"솔루션, 소프트웨어개발",05/08(금) 등록
49134006,가온플랫폼㈜,유지보수 엔지니어링 개발자 채용 (본사 근무),소프트웨어개발,05/08(금) 등록
49133374,소나텍,KT 헬프데스크 IVR 운영자 채용,"컴퓨터, 하드웨어, 시스템운영",05/08(금) 등록
49132880,㈜소프트피플코리아,"[SoftPeopleKorea] M365 및 Active Directory, Exchange 엔지니어","소프트웨어개발, 솔루션, SM, 시스템운영",05/08(금) 등록
49132098,㈜경인씨엔에스,[정규직] 연구소 S/W 개발자 모집,"네트웍구축, 통신, 시스템설계",05/08(금) 등록
49130466,지엘아이에스㈜(그리스),"공공 , 제조 개발",소프트웨어개발,05/08(금) 등록
49129427,지비피엘㈜,[공공기관/운영DBA] 대법원 Oracle DBA(DB 업그레이드) 중급이상 인력 모집,"하드웨어, 데이터마이닝, OLAP개발자, 데이터관리",05/08(금) 등록
49128989,지식시스템㈜ KSTEC,[KSTEC] RPA 개발,"소프트웨어개발, 솔루션, BigData, DataMining, SCM",05/08(금) 등록
49128538,㈜싱크핏,[부산] 웹퍼블리셔 채용합니다.,"웹표준·웹접근성, GUI, 하드웨어, 반응형웹, 웹마스터, 펌웨어, AS, 유지보수",05/08(금) 등록
49133849,㈜쿠바,(주)쿠바 LM / RAG 기반 AI Agent 개발자 모집,"SI개발, 서버관리, 클라이언트, 핀테크, 소프트웨어개발, HTTP",05/08(금) 등록
49133405,㈜아이브릭스,[아이브릭스] 솔루션개발 및 구축 경력 채용 공고,"챗봇, 자연어처리(NLP), 솔루션, Nodejs, elk스택, 오픈소스, 소프트웨어개발, SPRING, 딥러닝",05/08(금) 등록
49133323,㈜키미이에스,"[KIMIES] ALM/PLM(Polarion, Teamcenter) 기술 엔지니어 채용","솔루션, SI개발, 서버관리, 소프트웨어개발",05/08(금) 등록
49131024,애즈랜드,컴퓨터공학 전공 기반 백오피스/AI자동화 시스템 기획자 정규직 채용,"시스템 기획, 시스템설계, 인쇄, 백오피스, AI 자동화",05/08(금) 등록
49128786,㈜트리테크,시스템 엔지니어 채용,"스토리지, 서버구축, 하드웨어, 네트워크관리, 서버관리, 컴퓨터, 네트워크관리, 유지보수",05/08(금) 등록
49128459,스피폭스,프로그램 개발 및 유지보수,N/A,05/08(금) 등록
49122847,㈜유진로봇,자율주행솔루션사업부 FW 엔지니어,"기구설계, 펌웨어, 회로설계, 검증, 임베디드, 펌웨어, 회로설계, 시스템설계, 회로설계, 서버구축, 시스템분석, 시스템운영, 임베디드, PCB, 3D설계, 정보보안, SI개발, 시스템분석, 펌웨어, PCB, 로봇설계, 메카트로닉스, 클라이언트, SI개발, 기구설계, 시스템분석, 시스템설계, 자동제어, 전자, 펌웨어, PLC, 제어·설계, 서버관리, 아키텍처, 시스템설계, 제품개발, 네트워크관리, 생산기술, 기계조작, 로봇설계, 전기기술",05/08(금) 등록
49136984,메디링크허브,[메디링크허브] 의료뷰티 웹디자이너 상시채용,"웹표준·웹접근성, GUI, 모바일디자인, 반응형웹, 웹마스터, 쇼핑몰, UI·UX기획",05/08(금) 등록
49135565,㈜두아즈,서버 관리자 채용,"솔루션, 서버구축, 시스템운영, 서버관리, 시스템운영, 네트워크관리, 시스템설계, 서버관리, 서버구축, 네트워크관리, 소프트웨어개발",05/08(금) 등록
49131711,㈜윌비소프트,SM 개발자 공개채용 (울산),"SM, SI개발, SI, 서버관리, 클라이언트, 소프트웨어개발",05/08(금) 등록
49130138,㈜유피소프트,[유피소프트] 무인 프린트 시스템 개발자 정규직 채용(경력/대리급 이상),"인터페이스, 시스템분석, 시스템운영, SI개발, 시스템분석, SI개발, 클라이언트, SI개발, 시스템설계, 아키텍처, 시스템설계, 네트워크관리, 소프트웨어개발",05/08(금) 등록
49129222,㈜에잇핀,AI 개발자 채용(경력 3년 이상),"모바일앱개발, 솔루션, SI개발, 클라이언트, 핀테크, 소프트웨어개발, 핀테크",05/08(금) 등록
49136384,더선한㈜,더선한(주) AI 개발자 모집합니다.,솔루션,05/08(금) 등록
49135272,㈜누리랩,머신러닝 엔지니어 O명 모집,N/A,05/08(금) 등록
49133688,위쉬정보기술㈜,인덕원 농협 기업인터넷뱅킹 고도화 java,"SM, SI, ERP",05/08(금) 등록
49133068,새롬프로텍㈜,산업용 S/W 경력 개발자 채용,전기,05/08(금) 등록
49130742,㈜아이티앤씨대전지사,ORACLE DB 엔지니어 신입/경력채용 (정규직),"데이터관리, DBMS, Oracle, IT컨설팅, DB튜닝",05/08(금) 등록
49126882,㈜지시스 (GSIS Inc.),정보보호 컨설팅(기술/관리) 신입/경력 채용,"해킹, 정보보안, 보안컨설팅",05/08(금) 등록
49134212,㈜아이제라,프로젝트 기획(PM) 경력자(스마트공장) 모집(오산),"소프트웨어개발, 솔루션, SCM, SI, 서비스기획, 스토리보드, 제안·컨설팅, UI·UX기획, PM, PL, 시스템분석, 시스템설계, 클라이언트, SI개발",05/08(금) 등록
49135223,㈜젠젠에이아이,[젠젠에이아이] 정보보안 담당자 (방첩사 보안측정 및 보안운영),"방화벽, 보안관제, 정보보안, 네트워크관리",05/08(금) 등록
49133694,엘리시스,네트워크/보안 엔지니어 모집 경력직 우대,"방화벽, 네트웍구축, 네트워크관리, 네트워크관리",05/08(금) 등록
49131839,㈜지오앤,[주식회사 지오앤] 웹 개발 경력자 모집(세종),"SM, SI, 서버관리, 소프트웨어개발",05/08(금) 등록
49129876,베이스코리아아이씨㈜,"HP 서버,네트워크 기술-서울(구로)1명,부산(해운대)1명","서버구축, 시스템운영, 네트워크관리, 서버구축, 컴퓨터, 네트워크관리",05/08(금) 등록
49128167,㈜에이솔,수원  Vue.js MES 중급 6월시작,SI,05/08(금) 등록
49135452,시슬리코리아(유),[시슬리코리아] IT총무 모집,"데이터관리, 판매, IT전산, 비품관리, DBMS, IT담당, 전산총무, it지원, 자산관리, 유통, 네트워크관리, 백화점, 면세점, 화장품매장",05/08(금) 등록
49134534,에코네스트에이아이㈜,OYE 2.0 Lead Engineer (CTO 트랙) Next.js·Supabase,"광고기획, 광고대행, 광고디자인, 광고제작, 온라인광고",05/08(금) 등록
49130582,㈜창리정보통신,"네트워크 유지보수, SUPPORT 업무","스토리지, 방화벽, 네트워크관리, 보안관제, 정보통신, 컴퓨터, 네트워크관리, 유지보수",05/08(금) 등록
49129309,㈜경포씨엔씨,[여의도] 은행 퇴직연금 업무 분석/설계/개발 전문가를 모십니다,"SM, SI",05/08(금) 등록
49135349,서교정보통신㈜,"AI 회로개발, 하드웨어 장비개발",통신,05/08(금) 등록
49128982,와이비커뮤니케이션,웹퍼블리셔 디자이너 구인,"웹에이전시, 웹마스터, GUI, 반응형웹, 웹표준·웹접근성",05/08(금) 등록
49135423,㈜모건,AI와 데이터로 K-브랜드 글로벌 커머스를 함께 만들 개발자를 찾습니다,N/A,05/08(금) 등록
49131236,아이엔에쓰,파주 IT 초급개발자 정규직 모집,"SM, SI개발, SI, SI개발, 인터페이스",05/08(금) 등록
49130005,아이스콥,2026년 (주)아이스콥 기술부 신입 보안 엔지니어 채용,N/A,05/08(금) 등록
49129524,메가이솔루션㈜,"MEGA CAPITAL Backend Developer (미국 영주권 SPONSOR 가능, 재택근무)","국제금융, 금융",05/08(금) 등록
49136275,위드어스협동조합,서비스 운영 및 백엔드 개발 파트너,관광,05/08(금) 등록
49135617,㈜유니포유,하이닉스 정자 이천  삼성전자 기흥  Python 랭체인 개발자 모집,소프트웨어개발,05/08(금) 등록
49133858,㈜디와이즈,WPF기반 클라이언트 프로그램 개발자 (WPF/C#),N/A,05/08(금) 등록
49129248,㈜디엠씨미디어,[디엠씨미디어] 애드테크 플랫폼 중급 개발자 경력 채용,광고플랫폼개발,05/08(금) 등록
49123066,㈜유진로봇,자율주행솔루션사업부 ACS 개발자,"메카트로닉스, GUI, 기구설계, 회로설계, 검증, SI개발, 시스템설계, 시스템분석, 서버관리, 3D설계, 정보보안, 로봇설계, 클라이언트, SI개발, 기구설계, 시스템분석, 자동제어, 인터페이스, 전자, PLC, 아키텍처, 시스템설계, 제품개발, 반응형웹, 회로설계, 클라이언트, 핀테크, 생산기술, 로봇설계, HTTP, 전기기술",05/08(금) 등록
49136841,㈜제이앤에이취프레스,프론트엔드 개발 (UI/UX 겸임) 인재분을 모십니다.,프레스,05/08(금) 등록
49133674,㈜라텔앤드파트너즈,[Cre8orClub] 서비스 기획자 (계약직),"공연기획, 서비스기획, 스토리보드, UI·UX기획, PL",05/08(금) 등록
49133356,㈜ 케이닷컴,[채용공고] 네트워크시스템 및 정보보안시스템 엔지니어,"방화벽, 네트웍구축, 네트워크관리, 정보보안, 통신",05/08(금) 등록
49129311,메가이솔루션㈜,"MEGA CAPITAL (MOBILE DEVELOPER) (재택근무, 미국 영주권 SPONSOR 가능)","국제금융, 금융, 인터페이스",05/08(금) 등록
49132343,㈜퍼플페퍼,[퍼플페퍼] 기술본부 채용,"GUI, SI개발, 서버관리, 온라인광고, 인터페이스, 반응형웹, 클라이언트, 핀테크, HTTP",05/08(금) 등록
49132250,리얼라이즈알엑스㈜,[Ultron WASM] AI 프롬프트 엔지니어 인턴 채용,"모바일앱개발, BigData, 솔루션, DataMining, 소프트웨어개발",05/08(금) 등록
49131669,㈜마바산업,2026년 주식회사 마바산업 신입ㆍ경력 채용공고,N/A,05/08(금) 등록
49129156,㈜이노인프라,공공기관  정보화 사업(개발),SI,05/08(금) 등록
49134940,㈜미주아이티,웹 개발자 채용 공고,"솔루션, 소프트웨어개발",05/08(금) 등록
49134482,투아이시스㈜,[투아이시스(주)] S/W 백엔드 개발 경력직 채용,서버관리,05/08(금) 등록
49132522,㈜이누리,(주)이누리 마케팅본부 프론트엔드&백엔드 개발자 채용(포트폴리오 필수),자동차,05/08(금) 등록
49136242,㈜비인텍,[(주)비인텍] 공공기관SI 사업관리 경력직 채용 (중급),"사업관리, PMO, SI, SM",05/08(금) 등록
49135050,㈜티윈,[상현역] 26년 웹개발 경력자 모집,"GUI, 인터페이스, SI개발, SI, 서버관리, 챗봇, 증강현실, 인터페이스, 가상현실, 반응형웹, 음성인식, 클라이언트, 핀테크, 소프트웨어개발, HTTP",05/08(금) 등록
49133445,㈜디와이즈,금융권 업무시스템 구축 개발자 (Java/MDD),N/A,05/08(금) 등록
49130314,티투인㈜,IT 인프라 구축 PM/TA,"ISP, SI, SM, 서버구축, 시스템분석, 시스템설계, SI개발",05/08(금) 등록
49131296,㈜인사이트온,[서울] AI Agent 개발 경력,"SM, SI, SCM, 소프트웨어개발",05/08(금) 등록
49132209,㈜솔리드,[신입] IT인프라 솔루션 구축 유지관리 엔지니어 모집,"유지보수, 서버구축, 솔루션구축, 서버관리",05/08(금) 등록
49130840,㈜오픈메이트,[오픈메이트] AI 서비스 엔지니어 모집,"BigData, 인공지능, 자연어처리(NLP), 솔루션, SI, DataMining, 모델링, 소프트웨어개발, 딥러닝",05/08(금) 등록
49134340,㈜스타랩스,[스타랩스] AWS 클라우드 엔지니어 채용,"소프트웨어개발, 솔루션, 서버구축, 시스템설계, 시스템운영, 네트워크관리, 서버구축, 시스템운영, 클라우드개발자, 클라우드아키텍트, 솔루션스아키텍트",05/08(금) 등록
49134164,㈜겟차,DataOps Manager,N/A,05/08(금) 등록
49131012,㈜트라이텍,연구개발(R&D) 응용SW 개발자 모집,N/A,05/08(금) 등록
49135811,㈜마니테크,[계약직] 금융 프로젝트/JAVA 경력자 모집,소프트웨어개발,05/08(금) 등록
49130718,㈜마니테크,[계약직]   JAVA & React.js개발자 경력자 모집,소프트웨어개발,05/08(금) 등록
49129664,㈜이나인페이,[E9pay] 정보보호실 보안 담당자 모집,"국제금융, 방화벽, 금융, 시스템분석, 정보보안, 클라이언트, 보안관제, 정보보안, 아키텍처, 핀테크, 네트워크관리",05/08(금) 등록
49128158,㈜에이솔,"보험사 포탈 운영, 가입설계 운영",SM,05/08(금) 등록
49133508,에스큐아이소프트㈜,(정규직) Backend 개발자,"SM, SI개발, 솔루션, SI, 소프트웨어개발",05/08(금) 등록
49130719,이그레브,[시중은행/개발] 하나은행 퇴직연금 React/JSP 개발 경력 인력 모집(4.5M),"모바일앱개발, SI개발, 솔루션, 소프트웨어개발",05/08(금) 등록
49127933,㈜제타큐브,AI서버 구축 및 네트워크 운영 리눅스 시스템 엔지니어 모집,"네트워크관리, 서버구축, 시스템운영, 서버관리, 네트워크관리, 서버구축, 시스템운영",05/08(금) 등록
49134077,㈜스타랩스,[스타랩스] (JAVA)  웹개발자 정규직  채용,"소프트웨어개발, 솔루션, BigData, SI, SM",05/08(금) 등록
49133524,㈜타이호인스트,(정규직) 웨더사업부 JAVA경력개발자 채용,"Java, 자바, 소프트웨어개발, 솔루션, SI, 서버관리, 클라이언트, SI개발, 시스템분석, 시스템설계, 아키텍처, 클라이언트, SI개발",05/08(금) 등록
49128309,위쉬정보기술㈜,명동 우리은행 퇴직연금 비대면 개발 JAVA REACT,"SM, SI, ERP",05/08(금) 등록
49134824,㈜미디어아트네이션,풀스택 마스터앱 개발자 채용,소프트웨어개발,05/08(금) 등록
49129925,㈜비즈니스온 커뮤니케이션,글로싸인-전자계약 솔루션 운영 JAVA 채용,"모바일앱개발, GUI, 솔루션, SI, 서버관리, 클라이언트, SI개발, 인터페이스, 클라이언트, 소프트웨어개발",05/08(금) 등록
49134347,㈜스타랩스,(주)스타랩스 JAVA 개발자 채용,"소프트웨어개발, 솔루션, 서버관리, 클라이언트, SI개발, 서버구축, 시스템설계, 시스템운영",05/08(금) 등록
49128240,㈜도슨티,[도슨티AI] Full-stack Problem Solver 개발자 채용 (신입/경력),"딥러닝, 자연어처리(NLP), 음성인식, 인공지능, 챗봇",05/08(금) 등록
49135357,서교정보통신㈜,AI / 센터 상황실/ 현장제어장비/ 통합제어 소프트웨어 개발,"통신, 시스템설계",05/08(금) 등록
49134026,㈜안국엔지니어링,전산관리 경력자 채용,"소방, 자산관리, 정보보안",05/08(금) 등록
49129146,㈜브이티더블유,공공기관 SI 구축 프로젝트 사업관리/사업지원,SI 구축 사업관리,05/08(금) 등록
49131208,아이티펍㈜,"SI 프로젝트의 개발 팀원을 모십니다. (중급/고급, 정규직)","BigData, SM, SI개발, 솔루션, SI, SI개발",05/08(금) 등록
49129712,㈜비즈니스온 커뮤니케이션,글로싸인-전자계약 솔루션 구축/개발 JAVA 채용,"모바일앱개발, GUI, 솔루션, SI, 서버관리, 클라이언트, SI개발, 인터페이스, 클라이언트, 소프트웨어개발",05/08(금) 등록
49132314,㈜훌리악,UNITY 기반의 미디어 어플리케이션 개발자를 모십니다.,"전시디자인, 어플리케이션, Unity, 전시기획, 멀티미디어디자인, 증강현실",05/08(금) 등록
49129751,㈜피피비스튜디오스,[ppb studios] 프론트엔드 (React Native),"B2C, 전자상거래, 쇼핑몰, 소셜커머스, 오픈마켓",05/08(금) 등록
49129715,㈜디엠씨미디어,[디엠씨미디어] 애드테크 플랫폼 Front-End(퍼블리싱 역량 보유) 경력 채용,"웹표준·웹접근성, 데이터시각화, 반응형웹",05/08(금) 등록
49136094,누리어시스템,대기업 통신사 차세대 프로젝트,"BigData, SM, 솔루션, SI, SI, 소프트웨어개발",05/08(금) 등록
49128993,㈜브릭,SI 개발자 모집(증권. 앱/웹),"솔루션, SI, Android, IOS, 소프트웨어개발",05/08(금) 등록
49132085,㈜쇼엠,[쇼엠] 인천 송도 웹 퍼블리셔 정규직 모집(신입/경력),"유지보수, GUI, 웹표준·웹접근성, 앱개발자, UI·UX기획, 인터페이스디자인, 앱디자인, 프론트엔드, 광고기획, 웹콘텐츠, 모바일디자인, 반응형웹, 온라인광고, 인터페이스, HTML, 웹개발자, 광고제작, 웹퍼블리싱, 광고대행, 광고디자인",05/08(금) 등록
49132051,퓨렌스㈜,[퓨렌스] 모바일 앱 개발 경력 직원 채용,"솔루션, sdk, Android, CRM, Kotlin, IOS, 소프트웨어개발",05/08(금) 등록
49132992,㈜핀테크,[핀테크] 풀스텍 개발자 8년 이상 경력직을 모집합니다.,"모바일앱개발, 소프트웨어개발, 솔루션, SI, SM, 서비스기획, 스토리보드, 제안·컨설팅, 데이터분석, 앱기획, 콘텐츠기획, UI·UX기획, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 인터페이스, 핀테크, SI개발, 기술지원, 유지보수, 기술지원, 유지보수",05/08(금) 등록
49135642,㈜에어프레미아랩스,Backend 경력직 정규직 채용,N/A,05/08(금) 등록
49131059,㈜국제로지스틱,내부 보안 담당자 채용,"정보보안, 물류",05/08(금) 등록
49129808,㈜다한정보기술,2026년 상반기 웹 개발 정규직 채용 (서울),"SM, SI",05/08(금) 등록
49134625,㈜편한가,"웹,앱 서비스 유지 및 신규개발 주니어개발자모집","GUI, 영양, 약국, 의약, 위생, 인터페이스, 화장품",05/08(금) 등록
49135370,㈜아이티나래,외국계 금융사 BPS 프로젝트 Java/API 개발자 모집,"SM, 솔루션, SI, ISP",05/08(금) 등록
49128310,㈜엑스소프트,Java 기반 웹 서비스 개발,"소프트웨어개발, 솔루션, SM",05/08(금) 등록
49130102,㈜피에이치비코리아,[뷰티 브랜드] 프레비츠와 지속가능한 아름다움을 만들어갈 인재를 찾습니다.,"유통, 콘텐츠기획, 시장분석, 시장조사, 데이터분석, 브랜드기획, 전략기획, 콘텐츠기획, 프로모션, 디지털마케팅, 배너광고, SNS마케팅, 영상제작, 콘텐츠기획, SNS마케팅, 상품기획, VMD, 카페·블로그관리, 프로모션, 매체관리, SNS마케팅, GUI, 반응형웹, 웹표준·웹접근성, 2D디자인, 디지털디자인, 2D디자인, 잡화디자인, 패키지디자인, 디지털디자인, 정보디자인, 브랜드디자인, 디지털디자인, 패키지디자인, 브랜드디자인, 삽화·일러스트, 2D디자인, 영상제작, GUI, 모바일디자인, UI·UX기획, GUI, 모바일디자인, UI·UX기획, VMD, 기타외국어, 바이어개발, 수출입계약, 영어, 해외마케팅, 가맹점관리, 거래선개발관리, 거래처관리, 고객관리, 대리점관리, 매출관리, 영업기획, 데이터분석, 영업전략, 인쇄·출력, 촬영보조, 촬영보조, 인쇄·출력, 삽화·일러스트",05/08(금) 등록
49133170,㈜디자인아트플러스,[웹에이전시] 디자인아트플러스 2026년 웹디자이너 채용,"웹표준·웹접근성, 반응형웹, 웹마스터, 웹에이전시",05/08(금) 등록
49127920,㈜제타큐브,AI플렛폼 운영 백엔드 시스템 개발자 모집,"소프트웨어개발, 솔루션, SI, 서버관리, 클라이언트, HTTP, SI개발, 시스템설계, SI개발",05/08(금) 등록
49127792,㈜캠터,[캠터] 프론트엔드 개발자 모집 (2년 이상 우대 / 신입 가능),모바일App,05/08(금) 등록
49136082,㈜플러스하이,성장률 200프로 진행중인 회사의 개발자모집(JAVA/React/Vue/and&ios),"솔루션, SI, 프로시져, 소프트웨어개발",05/08(금) 등록
49132327,㈜티젠소프트,"[2026년 개발팀 공채] JAVA, JSP 개발자 신입/경력 모집",솔루션,05/08(금) 등록
49126735,주식회사 케이티 밀리의서재,정보보안 엔지니어,"정보보안, 컨텐츠, SI개발, 보안관제, 정보보안, 네트워크관리",05/07(목) 등록
49124459,"㈜미스틸게임즈(Mistil Games Co.,Ltd.)",[Time Takers] 캐릭터 모델러(전환형),"증강현실, 모션그래픽, 아바타디자인, 만화디자인, CG, 게임소프트웨어, 클라이언트, 애니메이션, 메타버스, 모델링, 애니메이션, 디지털디자인, 게임개발, 디지털디자인, 가상현실, 아바타디자인, 모션그래픽",05/07(목) 등록
49121087,㈜미리디,[미리캔버스] 데이터 라벨러,"데이터 라벨링, 데이터 라벨러, 크라우드 워커, 데이터 레이블링, 데이터 라벨, 데이터 레이블러, 데이터 레이블, 소프트웨어개발, 데이터분석",05/07(목) 등록
49121827,㈜디와이즈,정보보안 엔지니어 (모의해킹),정보보안,05/07(목) 등록
49121088,㈜에이닷,시스템 서버 엔지니어(SE),"네트웍구축, 서버관리",05/07(목) 등록
49120847,수퍼게이트,Openstack 인프라 서비스 엔지니어 채용,반도체,05/07(목) 등록
49120732,수퍼게이트,Openstack Neutron 네트워크 개발자 채용,"반도체, 네트워크관리",05/07(목) 등록
49120668,수퍼게이트,Openstack Cloud UI 플랫폼 풀스택 개발자 채용,반도체,05/07(목) 등록
49120394,목포상공회의소,지역·산업 맞춤형 인력양성사업 전담자 채용,교육기획,05/07(목) 등록
49119976,㈜밀버스,CRM 마케터(경력 7년 이상) 채용,"DataWarehouse, 솔루션, BI, CRM, 데이터분석, WAS",05/07(목) 등록
